Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Japanese,Image,area,Number of Customer,show,no
Pakistan,pakistan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3d,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Wed Mar 26 2025 11:36:22 GMT+0000 (Coordinated Universal Time),Wed Mar 26 2025 11:36:22 GMT+0000 (Coordinated Universal Time),パキスタン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fd84ce7a543a028730_61098d491d9c515c806973ff_Pakistan.png,South Asia,4,true,138
Palau,palau,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3f,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd3dc29b2f52a63049_61098d6501f2356e0e7f99b1_Palau.png,,,false,139
Panama,panama,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b3e,false,false,Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:29 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd4561186c4f707620_61098d6715a1a4c8f320daa1_Panama.png,,,false,140
Papua New Guinea,papua-new-guinea,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b41,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Thu Jul 04 2024 09:03:18 GMT+0000 (Coordinated Universal Time),Thu Jul 04 2024 09:03:24 GMT+0000 (Coordinated Universal Time),パプアニューギニア,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fd3dc29b1b0ea6304c_61098d567fb00fe1995c6538_PapuaNewGuinea.png,South Asia,1,true,141
Paraguay,paraguay,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b42,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe3dc29bb215a63050_61098d69f7e0f82e2021584b_Paraguay.png,,,false,142
Peru,peru,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b43,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 10:20:31 GMT+0000 (Coordinated Universal Time),Fri Aug 23 2024 10:21:55 GMT+0000 (Coordinated Universal Time),ペルー,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe84ce7a9b95028733_61098d4736cc7d7df399fefa_Peru.png,Europe,1,true,143
Philippines,philippines,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b44,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:05:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),フィリピン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fe61dbe75c7f7f70d7_61098d44a38b9fa1f4715a50_Philippines.png,South East Asia,26,true,144
Poland,poland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b45,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fe3dcdc29ebd372d06_61098d67ba1bc70611f14787_Poland.png,,,false,145
Portugal,portugal,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b46,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Tue May 20 2025 18:26:48 GMT+0000 (Coordinated Universal Time),Tue May 20 2025 18:26:48 GMT+0000 (Coordinated Universal Time),ポルトガル,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7feaac0beb7fc34fb22_61098d653244ec9e0252f7a6_Portugal.png,Europe,4,true,146
Puerto Rico,puerto-rico,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b48,false,false,Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:30 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7fed8cef93555d458c9_61098d4a4ac76388707cc392_PeurtoRico.png,,,false,147
Qatar,qatar,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b49,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:38:54 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),カタール,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7fe6f089e715aa90805_61098d467ca55b40bb5149ee_Quatar.png,West Asia,5,true,148
South Korea,republic-of-korea,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4a,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:40:52 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),韓国,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7ffac1991de63a39bf2_61098d6c1d9c51c44c699ea9_SouthKorea.png,East Asia,10,true,149
Congo,republic-of-the-congo,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4b,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7ff6a124b47675168ff_61098d52e4daae10df724100_RepublicoftheCongo.png,,,false,151
Romania,romania,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4c,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:18:48 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:18:48 GMT+0000 (Coordinated Universal Time),ルーマニア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7ff61dbe756b77f70da_61098f26e319006b2d5dcb2a_Romania.png,Europe,3,true,152
Rwanda,rwanda,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4d,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7ff103cc06845355f12_61098ac0ba1bc7fa10efa82b_Rwanda.png,,,false,154
Saudi Arabia,saudi-arabia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4e,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:06:21 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),サウジアラビア,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c7ff61dbe75bcf7f70dd_61098d53d9025f6c2934ade6_SaudiArabia.png,West Asia,26,true,161
Scotland,scotland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b4f,false,false,Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:31 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7ff874a8783b8c950ea_61098ac5322fb579705c2489_Scotland.png,,,false,162
Senegal,senegal,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b50,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8009eb1ee50da6b30dd_61098d5afb2f740fab483385_Senegal.png,,,false,163
Serbia,serbia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b51,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8006f089e3b2ca9083d_61098d44a22650d1980f8fb5_Serbia.png,,,false,164
Singapore,singapore,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b52,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:40:28 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),シンガポール,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c8003dcdc24e36372d0d_61098d68f7e0f8e92521577e_Singapore.png,South East Asia,35,true,167
Slovakia,slovakia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b53,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c800d4b43940550c48d7_61098ac387eca67a772c9ca0_Slovakia.png,,,false,168
Slovenia,slovenia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b54,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c800b0a17e4b45eb4210_61098acec4d235de9b3e84cd_Slovenia.png,,,false,169
South Africa,south-africa,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b55,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Tue Feb 07 2023 15:35:24 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),南アフリカ,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c800456118ca19707627_61098d61b05b6263ceed1196_SouthAfrica.png,Africa,1,true,172
Spain,spain,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b57,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Fri Sep 13 2024 10:39:52 GMT+0000 (Coordinated Universal Time),Fri Sep 13 2024 10:40:02 GMT+0000 (Coordinated Universal Time),スペイン,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c8009eb1eeb1de6b311c_61098abe36cc7d4a2e987d52_Spain.png,Europe,2,true,173
Sri Lanka,sri-lanka,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b56,false,false,Sun Jan 29 2023 01:12:32 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:21:37 GMT+0000 (Coordinated Universal Time),Fri Apr 25 2025 05:21:37 GMT+0000 (Coordinated Universal Time),スリランカ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c80061dbe786cd7f70e8_61098acfc440c1054cb024ab_SriLanka.png,South Asia,6,true,174
Swaziland,swaziland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b58,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c80103d12a207924c967_61098ab6da5223ba00573d91_Swaziland.png,,,false,177
Sweden,sweden,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b59,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Thu Sep 28 2023 05:06:34 GMT+0000 (Coordinated Universal Time),Thu Sep 28 2023 05:06:43 GMT+0000 (Coordinated Universal Time),スウェーデン,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c801aac0be5e8134fb25_61098d5e3ad708cbb588e0a6_Sweden.png,Europe,1,true,178
Switzerland,switzerland,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b5a,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c801874a87d00ac950f9_61098d6ca92410f7dd272eea_Switzerland.png,,,false,179
Taiwan,taiwan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b72,false,false,Sun Jan 29 2023 01:34:51 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:44:13 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),台湾,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d7679916c8c0841ed4d7a4_Taiwan.png,East Asia,6,true,
Tajikistan,tajikistan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b5b,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c801d8cef957b1d458d3_61098d5387fc21521dce7efe_Tajikistan.png,,,false,181
Thailand,thailand,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b5e,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Thu Oct 02 2025 17:45:03 GMT+0000 (Coordinated Universal Time),Thu Oct 30 2025 05:02:02 GMT+0000 (Coordinated Universal Time),タイ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c8013dc29b5fefa630bd_61098d604ac76377f77cdb0e_Thailand.png,South East Asia,17,true,182
Congo,the-democratic-republic-of-the-congo,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b5c,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c7f3d8cef906a9d458ae_610976acb8d379ce157224eb_DemecraticRepublicoftheCongo.png,,,false,183
Macedonia,the-former-yugoslav-republic-of-macedonia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b60,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c801f7e09b12e03215a2_61098d6bbf8c016d124355f3_Macedonia.png,,,false,184
Timor-Leste,timor-leste,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b5f,false,false,Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:33 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8016841080378ca6681_61098ab5797b8d2a5f4b33a6_Timor-Leste.png,,,false,185
Togo,togo,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b61,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8026a124b74b5516903_61098ac83909619d82e6c1ae_Togo.png,,,false,186
Tonga,tonga,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b62,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c80261dbe7c9987f712f_61098adf11284442a93060d6_Tonga.png,,,false,187
Trinidad And Tobago,trinidad-and-tobago,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b63,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c802523677aedd24dd71_61098d4efb00800e1f3db6a9_TrinidadAndTobago.png,,,false,188
Tunisia,tunisia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b64,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c802456118a00c70762e_61098d5c64797755e823fbf4_Tunisia.png,,,false,189
Turkey,turkey,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b65,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:16:09 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),トルコ,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c802d8cef97e4bd458d6_61098ab9c9a82ba22c6ae7d9_Turkey.png,Europe,5,true,190
Turkmenistan,turkmenistan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b66,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c802026df852ac199351_61098d58371b211573c5796d_Turkmenistan.png,,,false,191
Tuvalu,tuvalu,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b67,false,false,Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:34 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c802357f4a3b001e29cc_61098ad8286706a523b33198_Tuvalu.png,,,false,192
Uganda,uganda,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b68,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sat Mar 18 2023 15:46:24 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),ウガンダ,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c80384ce7a1072028740_61098f27e9317a4693669671_Uganda.png,Africa,1,true,193
Ukraine,ukraine,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b69,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c803050b764e0aab2b1d_61098d630daa68b68f1df9a0_Ukraine.png,,,false,194
UAE,united-arab-emirates,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6a,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:07:08 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),UAE,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c80303d12a289324c972_61098f2551ef24f86918952c_UnitedArabEmirates.png,West Asia,33,true,196
UK,united-kingdom,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6b,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:05:29 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),UK,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c803050b76e981ab2b20_61098ac41128448b2930509b_UnitedKingdom.png,Europe,8,true,195
Tanzania,united-republic-of-tanzania,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6d,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Tue May 28 2024 13:13:26 GMT+0000 (Coordinated Universal Time),Tue May 28 2024 13:15:22 GMT+0000 (Coordinated Universal Time),タンザニア,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c803d8cef928edd458d9_61098d4b66e64441c8c0621d_Tanzania.png,Africa,1,true,197
USA,united-states-of-america,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6c,false,false,Sun Jan 29 2023 01:12:35 GMT+0000 (Coordinated Universal Time),Sat Nov 22 2025 23:09:03 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 08:00:52 GMT+0000 (Coordinated Universal Time),USA,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c803f7e09b34033215a5_61098d4bfb0080055d3db1d3_UnitedStatesofAmerica.png,Europe,25,true,198
Uruguay,uruguay,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6e,false,false,Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c803026df8e484199356_61098acb3244ec7a6d5260d3_Uruguay.png,,,false,199
Uzbekistan,uzbekistan,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b6f,false,false,Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 02:50:58 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),ウズベキスタン,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8036841083665ca6684_61098d5163679ac44d16a47d_Uzebekistan.png,East Asia,1,true,200
Vietnam,viet-nam,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b70,false,false,Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sat Mar 22 2025 10:30:00 GMT+0000 (Coordinated Universal Time),Sat Mar 22 2025 10:30:00 GMT+0000 (Coordinated Universal Time),ベトナム,https://cdn.prod.website-files.com/605a0d7759eef00cf6446742/63d5c8046f089e6062a90868_61098ab40daa6884ef1b286a_Vietnam.png,South East Asia,366,true,204
Zambia,zambia,6506f502ce2d9d36a2bb489d,6506f502ce2d9d36a2bb4b71,false,false,Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sun Jan 29 2023 01:12:36 GMT+0000 (Coordinated Universal Time),Sun Sep 17 2023 17:07:36 GMT+0000 (Coordinated Universal Time),,https://uploads-ssl.webflow.com/605a0d7759eef00cf6446742/63d5c8049eb1ee4ad86b31d6_61098ae10a6db25f00e0268b_Zambia.png,,,false,208
